val_loss,mse,mae,r2_score,accuracy,precision,recall,f1_score,roc_auc
0.44702787018836815,0.44702768,0.47565037,0.5556433092172345,0.698936170212766,0.7346965491962087,0.7739529253922883,0.753781210953949,0.8951188457519583
0.4225156196888457,0.42251557,0.45716876,0.5799842183436207,0.6893617021276596,0.7570217994957071,0.7166554862042815,0.7354785648195744,0.8992277178015329
0.2921587224970473,0.29215857,0.38960013,0.7095826034266084,0.7351063829787234,0.7506523977112212,0.8279181006824943,0.7873865265169612,0.9236275547206823
0.2481232965880252,0.24812317,0.36250362,0.7533573385660319,0.7372340425531915,0.7525995575221238,0.8210056582861809,0.7852706833480882,0.9307022100868354
0.18415086345469697,0.18415084,0.30911356,0.816950654843713,0.7723404255319148,0.780223290849783,0.8832978475179374,0.8270371923404363,0.9449617395924075
0.1452260060671796,0.14522603,0.26644725,0.855633061185086,0.8095744680851064,0.8103281676186749,0.887935308872426,0.8469960827159837,0.9608256731692959
0.09772254986331817,0.097722545,0.21369535,0.902860286299564,0.8531914893617021,0.8715030014724204,0.8840197165023624,0.8776939655172414,0.9728901682947173
0.11237582526308425,0.112375826,0.21582602,0.888279661894389,0.8223404255319149,0.8144645003235648,0.9122236481362656,0.860053465045691,0.9704071983449527
0.0717067263386351,0.07170668,0.18394351,0.9287228257911937,0.8638297872340426,0.8767044079283544,0.9087528437263024,0.8905371004745593,0.9727154123798867
0.06807991015784284,0.0680799,0.1806962,0.9323259102780681,0.8712765957446809,0.8967457157694305,0.9015924867292773,0.8991624061786142,0.9747964666887852
0.045549301700072084,0.045549285,0.13349515,0.954718719829686,0.9117021276595745,0.9196538590791979,0.9392900892492562,0.9292725090722063,0.9863214756837053
0.08769013266614142,0.087690145,0.172242,0.9128175463234054,0.8670212765957447,0.8666558018252934,0.9179986000116666,0.8914155241706356,0.9754091099051105
0.03384439349174499,0.033844408,0.12106309,0.9663558382492878,0.9095744680851063,0.9002997002997003,0.9702137898850842,0.9330024229371383,0.9912108434905815
0.060345702919554205,0.060345702,0.16595286,0.9400063706829731,0.8840425531914894,0.9118563313175738,0.8899040424663127,0.9004090581966387,0.9817554407350404
0.020651311046899632,0.020651324,0.0966776,0.9794720254788516,0.9308510638297872,0.9426329555361813,0.9448973341888818,0.9436600755420029,0.9934696945986855
0.048114713083239315,0.0481147,0.13401097,0.9521652246018519,0.8936170212765957,0.8956023651145602,0.9272151898734178,0.9091392753832548,0.9866941791296262
0.16805979964580942,0.16805983,0.24308091,0.8329075192968098,0.8414893617021276,0.8775632667575416,0.8628376013533221,0.8661728395061729,0.9636090941417741
0.04091999255754846,0.040919993,0.13514051,0.9593266311089537,0.902127659574468,0.8931926710266791,0.9466181531820568,0.9191114318111535,0.9873845414856364
0.03709339003692916,0.037093386,0.118284196,0.9631207469558636,0.9106382978723404,0.913813727107738,0.9417327772268564,0.9274705830310537,0.9894230917308786
0.01982809230685234,0.019828089,0.083936065,0.9802893411853227,0.9382978723404255,0.9355551012062973,0.9670492329230589,0.9508977014895925,0.9935706668841007
0.017312786936205117,0.017312791,0.08024053,0.9827897308953382,0.9351063829787234,0.9330294149571258,0.9669106924108966,0.9496259737337946,0.9940941571947627
0.0164469829185846,0.016446983,0.0740052,0.983650687096153,0.9414893617021277,0.9347755827576456,0.972517937350522,0.9532357473035439,0.9953400175016851
0.012989371345239751,0.012989381,0.0711955,0.987087631617716,0.9468085106382979,0.9411094224924013,0.9755439538003849,0.9580129726309129,0.9954246928655968
0.013569557658852415,0.013569562,0.06916541,0.9865104767014864,0.95,0.9438271604938272,0.9732398063349472,0.9583003393665159,0.9960880783065038
0.009243404964341763,0.009243402,0.06371924,0.9908113412617567,0.951063829787234,0.9371005917159763,0.9866199031674736,0.9611648470256133,0.9976133502422098
